RowID,EntryID,Gny,Placement,Finish,Start,Weight,Successful,Experienced,SameDriver,WonLast,WonLastThree
﻿Bursa_09032020_7_GENÇBERK,﻿Bursa_09032020_7,"8,60",2,1,0,1,0,1,0,1,1
﻿Bursa_09032020_7_KOBRARECO,﻿Bursa_09032020_7,"7,20",3,1,0,1,0,1,0,0,0
﻿Bursa_09032020_7_MİLYONER,﻿Bursa_09032020_7,"8,50",4,0,0,1,0,1,0,0,0
﻿Bursa_09032020_7_HÜRSEV,﻿Bursa_09032020_7,"7,45",5,0,0,1,0,1,0,0,0
﻿Bursa_09032020_7_SERDENGEÇER,﻿Bursa_09032020_7,"12,50",6,0,1,1,0,1,0,0,0
﻿Bursa_09032020_7_HASANABİ,﻿Bursa_09032020_7,"13,35",7,0,0,1,0,1,0,0,0
﻿Bursa_09032020_7_GALİÇYA,﻿Bursa_09032020_7,"32,40",8,0,0,1,0,1,0,0,0
﻿Bursa_09032020_7_DAİMON,﻿Bursa_09032020_7,"15,10",9,0,1,1,0,1,0,0,0
﻿Bursa_09032020_7_ERTECİMER,﻿Bursa_09032020_7,"45,95",10,0,0,1,0,1,0,0,0
﻿Bursa_09032020_7_TOZLU,﻿Bursa_09032020_7,"48,35",11,0,0,1,0,1,0,0,0
﻿Bursa_09032020_7_MUSTANG,﻿Bursa_09032020_7,"55,95",12,0,0,1,0,1,0,0,0
﻿Bursa_09032020_7_MAVİZAFİR,﻿Bursa_09032020_7,"33,90",13,0,0,1,0,1,0,0,0
﻿Bursa_09032020_7_IŞIKABİ,﻿Bursa_09032020_7,"50,10",14,0,0,1,1,1,0,0,0
﻿Bursa_09032020_7_FIRTINAŞİMŞEK,﻿Bursa_09032020_7,"15,10",15,0,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_1_ŞUBATHAN,﻿Şanlıurfa_09032020_1,"6,65",1,1,1,1,0,1,0,0,0
﻿Şanlıurfa_09032020_1_VİCDANSIZ,﻿Şanlıurfa_09032020_1,"38,30",2,1,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_1_BURÇAKHAN,﻿Şanlıurfa_09032020_1,"6,40",3,1,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_1_CATCHMONEY,﻿Şanlıurfa_09032020_1,"14,15",4,0,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_1_AZADAĞA,﻿Şanlıurfa_09032020_1,"37,85",5,0,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_1_YILDIZABAKAN,﻿Şanlıurfa_09032020_1,"4,65",6,0,1,1,0,1,0,0,0
﻿Şanlıurfa_09032020_1_DEMİRYAYLASI,﻿Şanlıurfa_09032020_1,"9,05",7,0,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_1_AKTAŞOĞLUMSUN,﻿Şanlıurfa_09032020_1,"9,05",8,0,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_1_KIZILTUĞ,﻿Şanlıurfa_09032020_1,"12,70",9,0,1,1,0,1,0,0,0
﻿Şanlıurfa_09032020_1_ŞÜKRANINOĞLU,﻿Şanlıurfa_09032020_1,"2,75",10,0,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_1_BARBAROSBEY,﻿Şanlıurfa_09032020_1,"6,95",11,0,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_2_ATİKATİK,﻿Şanlıurfa_09032020_2,"3,45",1,1,0,1,0,1,0,1,1
﻿Şanlıurfa_09032020_2_GUANTONAMO,﻿Şanlıurfa_09032020_2,"6,30",2,1,0,1,0,0,0,0,0
﻿Şanlıurfa_09032020_2_ÖZFİDANTAY,﻿Şanlıurfa_09032020_2,"5,55",3,1,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_2_ERCEHATUN,﻿Şanlıurfa_09032020_2,"12,05",4,0,1,1,0,1,0,0,0
﻿Şanlıurfa_09032020_2_SELLUMAKIZI,﻿Şanlıurfa_09032020_2,"6,30",5,0,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_2_GEREKÇELİ,﻿Şanlıurfa_09032020_2,"5,35",6,0,0,1,0,1,1,0,0
﻿Şanlıurfa_09032020_2_NUBİLA,﻿Şanlıurfa_09032020_2,"10,75",7,0,1,1,0,1,0,0,0
﻿Şanlıurfa_09032020_2_SERİNSU,﻿Şanlıurfa_09032020_2,"26,60",8,0,0,1,0,0,0,0,0
﻿Şanlıurfa_09032020_2_KARPUZLIGÖZELI,﻿Şanlıurfa_09032020_2,"10,75",9,0,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_2_SOSYETEGÜLÜ,﻿Şanlıurfa_09032020_2,"17,25",10,0,1,1,0,1,0,0,0
﻿Şanlıurfa_09032020_3_VİSTULA,﻿Şanlıurfa_09032020_3,"19,05",1,1,0,1,0,1,1,0,0
﻿Şanlıurfa_09032020_3_KARARSIZ,﻿Şanlıurfa_09032020_3,"8,25",2,1,1,1,1,1,1,0,0
﻿Şanlıurfa_09032020_3_SONERİM,﻿Şanlıurfa_09032020_3,"7,55",3,1,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_3_DARSOKAK,﻿Şanlıurfa_09032020_3,"7,95",4,0,0,1,1,0,0,0,0
﻿Şanlıurfa_09032020_3_BEAUTYSUN,﻿Şanlıurfa_09032020_3,"2,00",5,0,1,1,0,1,1,1,1
﻿Şanlıurfa_09032020_3_ÇILGINBRAWE,﻿Şanlıurfa_09032020_3,"13,90",6,0,1,1,0,1,0,0,0
﻿Şanlıurfa_09032020_3_FRIZER,﻿Şanlıurfa_09032020_3,"6,45",7,0,0,1,1,1,0,0,0
﻿Şanlıurfa_09032020_3_SHADOWMAN,﻿Şanlıurfa_09032020_3,"13,00",8,0,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_3_ROCKANDROLL,﻿Şanlıurfa_09032020_3,"14,75",9,0,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_3_ALTINGERDAN,﻿Şanlıurfa_09032020_3,"29,40",10,0,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_4_KIRIMAY,﻿Şanlıurfa_09032020_4,"5,95",1,1,0,1,0,1,1,1,1
﻿Şanlıurfa_09032020_4_YOLLARAZ,﻿Şanlıurfa_09032020_4,"2,90",2,1,0,1,1,1,1,0,0
﻿Şanlıurfa_09032020_4_KÖÇEK,﻿Şanlıurfa_09032020_4,"11,90",3,1,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_4_AĞAYUSUF,﻿Şanlıurfa_09032020_4,"16,75",4,0,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_4_ÖZATİK,﻿Şanlıurfa_09032020_4,"3,15",5,0,0,1,1,1,1,0,0
﻿Şanlıurfa_09032020_4_ULUPAMİR,﻿Şanlıurfa_09032020_4,"8,15",6,0,0,1,0,1,1,0,0
﻿Şanlıurfa_09032020_4_OKTAYINOĞLU,﻿Şanlıurfa_09032020_4,"7,90",7,0,1,1,1,1,0,0,0
﻿Şanlıurfa_09032020_4_CİĞERPARE,﻿Şanlıurfa_09032020_4,"22,00",8,0,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_4_OĞLUMBARIŞ,﻿Şanlıurfa_09032020_4,"27,05",9,0,1,1,0,1,1,1,1
﻿Şanlıurfa_09032020_4_SEYRANTEPE,﻿Şanlıurfa_09032020_4,"3,15",10,0,0,1,1,1,0,0,0
﻿Şanlıurfa_09032020_4_CAMCIBABA,﻿Şanlıurfa_09032020_4,"27,70",11,0,1,1,0,0,0,1,1
﻿Şanlıurfa_09032020_5_PİRSUS,﻿Şanlıurfa_09032020_5,"3,40",1,1,0,1,1,1,0,0,0
﻿Şanlıurfa_09032020_5_İPEKÇİHAN,﻿Şanlıurfa_09032020_5,"5,25",2,1,1,1,1,1,1,0,0
﻿Şanlıurfa_09032020_5_OĞLUMRECEP,﻿Şanlıurfa_09032020_5,"10,85",3,1,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_5_FIRTINACAN,﻿Şanlıurfa_09032020_5,"16,20",4,0,0,1,0,0,0,0,0
﻿Şanlıurfa_09032020_5_OĞLUMAKIN,﻿Şanlıurfa_09032020_5,"5,25",5,0,0,1,0,0,0,0,0
﻿Şanlıurfa_09032020_5_AFRİKAANDER,﻿Şanlıurfa_09032020_5,"2,75",6,0,1,1,1,1,0,0,0
﻿Şanlıurfa_09032020_5_BREDELAL,﻿Şanlıurfa_09032020_5,"5,25",7,0,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_5_BALTACI,﻿Şanlıurfa_09032020_5,"13,30",8,0,1,1,0,1,0,0,0
﻿Şanlıurfa_09032020_5_ADINISENKOY,﻿Şanlıurfa_09032020_5,"12,75",9,0,0,1,1,1,0,0,0
﻿Şanlıurfa_09032020_6_AYİNCİSİ,﻿Şanlıurfa_09032020_6,"11,00",1,1,0,1,0,0,0,0,0
﻿Şanlıurfa_09032020_6_KARABAHÇEGÜZELİ,﻿Şanlıurfa_09032020_6,"6,95",2,1,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_6_KILAVUZKIZI,﻿Şanlıurfa_09032020_6,"18,05",3,1,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_6_ARJİNABLA,﻿Şanlıurfa_09032020_6,"7,85",5,0,1,1,0,1,0,0,0
﻿Şanlıurfa_09032020_6_BARIŞ,﻿Şanlıurfa_09032020_6,"5,40",6,0,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_6_YAĞMURGÖZLÜ,﻿Şanlıurfa_09032020_6,"15,10",7,0,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_6_HAFİDEKIZ,﻿Şanlıurfa_09032020_6,"3,65",8,0,0,1,0,1,1,0,0
﻿Şanlıurfa_09032020_6_YURDUM,﻿Şanlıurfa_09032020_6,"34,75",9,0,1,1,0,1,0,0,0
﻿Şanlıurfa_09032020_6_GÜRADA,﻿Şanlıurfa_09032020_6,"39,40",10,0,1,1,0,0,0,0,0
﻿Şanlıurfa_09032020_7_REMAZANABİ,﻿Şanlıurfa_09032020_7,"8,90",1,1,0,1,0,1,1,0,0
﻿Şanlıurfa_09032020_7_NİZAMİ,﻿Şanlıurfa_09032020_7,"52,40",2,1,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_7_ANATOLIANSTORM,﻿Şanlıurfa_09032020_7,"25,05",3,1,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_7_UÇANOK,﻿Şanlıurfa_09032020_7,"6,30",4,0,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_7_MARMARAY,﻿Şanlıurfa_09032020_7,"12,20",5,0,1,1,0,1,0,0,0
﻿Şanlıurfa_09032020_7_DYNAMITEHARMONY,﻿Şanlıurfa_09032020_7,"25,70",6,0,0,1,1,1,0,0,0
﻿Şanlıurfa_09032020_7_SÜRMELİAĞA,﻿Şanlıurfa_09032020_7,"8,85",7,0,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_7_ARALBEY,﻿Şanlıurfa_09032020_7,"42,40",8,0,1,1,0,1,0,0,0
﻿Şanlıurfa_09032020_7_SERHOŞDEDE,﻿Şanlıurfa_09032020_7,"6,10",9,0,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_7_ARAPAHO,﻿Şanlıurfa_09032020_7,"18,20",10,0,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_7_BLACKBURJ,﻿Şanlıurfa_09032020_7,"24,15",11,0,0,1,0,0,0,0,0
﻿Şanlıurfa_09032020_7_CUPIDSARROW,﻿Şanlıurfa_09032020_7,"17,45",12,0,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_7_ALTEREGO,﻿Şanlıurfa_09032020_7,"35,55",13,0,0,1,1,0,0,0,0
﻿Şanlıurfa_09032020_7_AMIGDALA,﻿Şanlıurfa_09032020_7,"9,65",14,0,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_7_TONGA,﻿Şanlıurfa_09032020_7,"3,45",15,0,0,1,0,1,0,0,0
﻿Şanlıurfa_09032020_7_KEEPDANCING,﻿Şanlıurfa_09032020_7,"81,60",16,0,1,1,0,1,0,0,0
﻿Wolverhampton Birleşik Krallık_09032020_1_DRAGONFLIGHT,﻿Wolverhampton Birleşik Krallık_09032020_1,"2,25",2,1,0,1,0,1,0,0,0
"﻿Wolverhampton Birleşik Krallık_09032020_1_LUCKYBAY
(USA)",﻿Wolverhampton Birleşik Krallık_09032020_1,"10,70",4,0,1,1,0,1,0,0,0
﻿Wolverhampton Birleşik Krallık_09032020_1_INDIANGIRL,﻿Wolverhampton Birleşik Krallık_09032020_1,"14,15",5,0,1,1,0,0,0,0,0
﻿Wolverhampton Birleşik Krallık_09032020_2_FLYINGCOLT,﻿Wolverhampton Birleşik Krallık_09032020_2,"7,30",2,1,0,1,0,0,0,0,0
﻿Wolverhampton Birleşik Krallık_09032020_2_LETMEPASS,﻿Wolverhampton Birleşik Krallık_09032020_2,"14,35",3,1,0,1,0,1,0,0,0
﻿Wolverhampton Birleşik Krallık_09032020_2_ONEOFAKIND,﻿Wolverhampton Birleşik Krallık_09032020_2,"10,55",7,0,0,1,0,1,0,0,0
﻿Wolverhampton Birleşik Krallık_09032020_2_ONECOOLGIRL,﻿Wolverhampton Birleşik Krallık_09032020_2,"7,25",10,0,0,1,0,1,0,0,0
﻿Wolverhampton Birleşik Krallık_09032020_3_NIGHTFALL,﻿Wolverhampton Birleşik Krallık_09032020_3,"4,50",7,0,0,1,0,1,0,0,0
﻿Wolverhampton Birleşik Krallık_09032020_3_BLUEBELL,﻿Wolverhampton Birleşik Krallık_09032020_3,"23,80",9,0,0,1,0,1,0,0,0
﻿Wolverhampton Birleşik Krallık_09032020_4_THEBESTBUSE,﻿Wolverhampton Birleşik Krallık_09032020_4,"9,05",1,1,0,1,1,1,0,1,1
﻿Wolverhampton Birleşik Krallık_09032020_4_DARKDAUGHTER,﻿Wolverhampton Birleşik Krallık_09032020_4,"4,30",4,0,1,1,0,1,0,0,0
﻿Wolverhampton Birleşik Krallık_09032020_4_POTEMKIN,﻿Wolverhampton Birleşik Krallık_09032020_4,"6,60",5,0,1,1,0,0,0,0,0
﻿Wolverhampton Birleşik Krallık_09032020_5_QUIETGIRL,﻿Wolverhampton Birleşik Krallık_09032020_5,"12,95",3,1,0,1,0,1,0,0,0
﻿Wolverhampton Birleşik Krallık_09032020_5_QUEENDÖNENCE,﻿Wolverhampton Birleşik Krallık_09032020_5,"12,65",11,0,0,1,0,0,0,0,0
﻿Wolverhampton Birleşik Krallık_09032020_6_MISTERKING,﻿Wolverhampton Birleşik Krallık_09032020_6,"1,75",1,1,1,1,0,0,0,1,1
﻿Wolverhampton Birleşik Krallık_09032020_6_SEAVALLEY,﻿Wolverhampton Birleşik Krallık_09032020_6,"15,50",5,0,0,1,0,0,0,1,1
﻿Chantilly Fransa_09032020_1_ELAZRA,﻿Chantilly Fransa_09032020_1,"39,55",8,0,0,1,0,1,0,0,0
﻿Chantilly Fransa_09032020_1_MIRACLESTORM,﻿Chantilly Fransa_09032020_1,"9,55",9,0,0,1,0,0,0,0,0
﻿Chantilly Fransa_09032020_1_GOLDANGEL,﻿Chantilly Fransa_09032020_1,"10,55",10,0,0,1,0,1,0,0,0
﻿Chantilly Fransa_09032020_1_LONGSTAR,﻿Chantilly Fransa_09032020_1,"4,30",13,0,0,1,0,1,0,0,0
﻿Chantilly Fransa_09032020_1_ONAVET,﻿Chantilly Fransa_09032020_1,"15,70",15,0,0,1,0,1,0,0,0
﻿Chantilly Fransa_09032020_1_ELAZRA,﻿Chantilly Fransa_09032020_1,"34,30",16,0,0,1,0,1,0,0,0
﻿Chantilly Fransa_09032020_2_LADYADİLE,﻿Chantilly Fransa_09032020_2,"17,20",4,0,0,1,1,1,0,0,0
﻿Chantilly Fransa_09032020_2_MYBIGBOY,﻿Chantilly Fransa_09032020_2,"8,55",5,0,0,1,1,1,0,0,0
﻿Chantilly Fransa_09032020_2_ALANDAKAR,﻿Chantilly Fransa_09032020_2,"51,60",9,0,1,1,1,1,0,0,0
﻿Chantilly Fransa_09032020_2_FIRECANDY,﻿Chantilly Fransa_09032020_2,"27,20",14,0,1,1,0,1,0,0,0
﻿Chantilly Fransa_09032020_2_MISTERCEM,﻿Chantilly Fransa_09032020_2,"9,25",15,0,0,1,0,0,0,0,0
﻿Chantilly Fransa_09032020_4_GONEWEST,﻿Chantilly Fransa_09032020_4,"8,55",3,1,0,1,0,0,0,0,0
﻿Chantilly Fransa_09032020_4_COOLBULLET,﻿Chantilly Fransa_09032020_4,"5,75",7,0,1,1,0,1,0,0,0
﻿Chantilly Fransa_09032020_4_SECRETHISTORY,﻿Chantilly Fransa_09032020_4,"5,75",9,0,0,1,0,1,0,1,1
﻿Chantilly Fransa_09032020_5_HASALTUN,﻿Chantilly Fransa_09032020_5,"3,10",3,1,1,1,1,1,0,0,0
﻿Chantilly Fransa_09032020_6_THEBESTBUSE,﻿Chantilly Fransa_09032020_6,"23,95",1,1,0,1,1,1,0,1,1
﻿Chantilly Fransa_09032020_6_MYAEROBICLADY,﻿Chantilly Fransa_09032020_6,"13,20",3,1,0,1,1,0,0,0,0
﻿Chantilly Fransa_09032020_6_NIGHTFALL,﻿Chantilly Fransa_09032020_6,"18,60",15,0,1,1,0,1,0,0,0
﻿Chantilly Fransa_09032020_7_HAPPYABBEY,﻿Chantilly Fransa_09032020_7,"31,55",12,0,0,1,0,1,0,0,0
﻿Chantilly Fransa_09032020_7_DRAGONFLIGHT,﻿Chantilly Fransa_09032020_7,"3,85",13,0,0,1,0,1,0,0,0
﻿Chantilly Fransa_09032020_7_SECRETHISTORY,﻿Chantilly Fransa_09032020_7,"9,95",14,0,0,1,0,1,0,0,0
﻿Adana_10032020_1_HÜRADAM,﻿Adana_10032020_1,"1,80",1,1,0,1,0,1,0,0,0
﻿Adana_10032020_1_HÜMASULTAN,﻿Adana_10032020_1,"1,80",2,1,0,1,0,1,0,0,0
﻿Adana_10032020_1_PRENSESASENAT,﻿Adana_10032020_1,"9,85",3,1,1,1,0,1,0,0,0
﻿Adana_10032020_1_KOMET,﻿Adana_10032020_1,"1,80",4,0,0,1,0,1,0,0,0
﻿Adana_10032020_1_ÖZBATU,﻿Adana_10032020_1,"2,30",5,0,1,1,0,1,0,0,0
﻿Adana_10032020_1_DERİNBOY,﻿Adana_10032020_1,"4,00",6,0,1,1,0,0,0,0,0
﻿Adana_10032020_2_MAVİATEŞ,﻿Adana_10032020_2,"5,70",1,1,1,1,0,1,0,0,0
﻿Adana_10032020_2_ACARTÜRK,﻿Adana_10032020_2,"2,85",2,1,0,1,0,1,0,0,0
﻿Adana_10032020_2_DEMİRŞİMŞEĞİ,﻿Adana_10032020_2,"14,85",3,1,1,1,0,1,0,0,0
﻿Adana_10032020_2_GÜRHANŞAH,﻿Adana_10032020_2,"9,45",4,0,0,1,1,1,0,0,0
﻿Adana_10032020_2_ÖZAYBERK,﻿Adana_10032020_2,"22,15",5,0,0,1,0,1,0,0,0
﻿Adana_10032020_2_AGAH,﻿Adana_10032020_2,"8,75",6,0,0,1,0,1,0,0,0
﻿Adana_10032020_2_KRALDOĞU,﻿Adana_10032020_2,"14,15",7,0,0,1,0,1,0,0,0
﻿Adana_10032020_2_YIRTLAZ,﻿Adana_10032020_2,"6,15",8,0,1,1,1,1,0,0,0
﻿Adana_10032020_2_GÜLFEM,﻿Adana_10032020_2,"21,25",9,0,0,1,0,1,0,0,0
﻿Adana_10032020_2_ÖZDAMAR,﻿Adana_10032020_2,"13,05",10,0,0,1,0,1,0,0,0
﻿Adana_10032020_2_ADİLABİ,﻿Adana_10032020_2,"8,20",11,0,0,1,0,1,0,0,0
﻿Adana_10032020_3_BERSUNATEŞİ,﻿Adana_10032020_3,"6,15",1,1,1,1,0,1,0,0,0
﻿Adana_10032020_3_TURBONUNGÜLÜ,﻿Adana_10032020_3,"39,10",2,1,1,1,0,1,0,0,0
﻿Adana_10032020_3_SELDAHANIM,﻿Adana_10032020_3,"3,05",3,1,0,1,0,1,0,0,0
﻿Adana_10032020_3_NAZARNAZ,﻿Adana_10032020_3,"6,50",4,0,0,1,0,1,0,0,0
﻿Adana_10032020_3_NUDA,﻿Adana_10032020_3,"6,50",5,0,0,1,0,1,0,0,0
﻿Adana_10032020_3_AŞKCAN,﻿Adana_10032020_3,"15,30",6,0,0,1,0,1,0,0,0
﻿Adana_10032020_3_BUĞU,﻿Adana_10032020_3,"16,05",7,0,0,1,0,1,0,0,0
﻿Adana_10032020_3_AKDENİZFIRTINASI,﻿Adana_10032020_3,"10,30",8,0,0,1,0,1,0,0,0
﻿Adana_10032020_3_GELGAYRI,﻿Adana_10032020_3,"20,10",9,0,0,1,0,1,1,0,0
﻿Adana_10032020_3_PERİLİKAYA,﻿Adana_10032020_3,"4,15",10,0,0,1,0,1,0,0,0
﻿Adana_10032020_3_GÜZELASİYA,﻿Adana_10032020_3,"18,95",11,0,0,1,0,1,0,1,1
﻿Adana_10032020_3_TANNURUNKIZI,﻿Adana_10032020_3,"36,35",12,0,1,1,0,1,0,0,0
﻿Adana_10032020_3_TEKKURŞUN,﻿Adana_10032020_3,"21,55",13,0,0,1,0,0,0,0,0
﻿Adana_10032020_3_DEMRECAN,﻿Adana_10032020_3,"33,95",14,0,0,1,0,1,0,0,0
﻿Adana_10032020_4_HEADMAN,﻿Adana_10032020_4,"2,05",1,1,0,1,1,1,0,0,0
﻿Adana_10032020_4_PASTORALSENFONİ,﻿Adana_10032020_4,"16,95",2,1,0,1,1,1,0,0,0
﻿Adana_10032020_4_BRUCEWAYNE,﻿Adana_10032020_4,"14,50",3,1,0,1,1,1,0,0,0
﻿Adana_10032020_4_SPARTACUS,﻿Adana_10032020_4,"3,45",4,0,1,1,1,1,0,0,0
﻿Adana_10032020_4_BABAFIRAT,﻿Adana_10032020_4,"4,25",5,0,1,1,0,1,0,0,0
"﻿Adana_10032020_4_PALAWAN
(USA)",﻿Adana_10032020_4,"2,05",6,0,0,1,0,1,0,0,0
﻿Adana_10032020_4_CAVARADOSSI,﻿Adana_10032020_4,"3,45",7,0,0,1,0,1,0,0,0
﻿Adana_10032020_4_BABABEYHAN,﻿Adana_10032020_4,"24,55",8,0,1,1,0,0,0,0,0
"﻿Adana_10032020_4_DUELLO
(USA)",﻿Adana_10032020_4,"6,20",9,0,0,1,1,1,0,0,0
﻿Adana_10032020_5_MEGASTAR,﻿Adana_10032020_5,"1,70",1,1,0,1,1,1,0,0,0
﻿Adana_10032020_5_ALTINDERE,﻿Adana_10032020_5,"11,10",2,1,0,1,1,1,0,0,0
﻿Adana_10032020_5_TAŞIYICI,﻿Adana_10032020_5,"7,10",3,1,0,1,1,1,0,0,0
﻿Adana_10032020_5_OBİRREİS,﻿Adana_10032020_5,"20,25",4,0,1,1,0,1,0,0,0
﻿Adana_10032020_5_SANCAKTAR,﻿Adana_10032020_5,"4,90",5,0,0,1,1,0,0,0,0
﻿Adana_10032020_5_YAĞMURGÖZLÜ,﻿Adana_10032020_5,"7,50",6,0,0,1,0,1,0,0,0
﻿Adana_10032020_5_AYNİŞAN,﻿Adana_10032020_5,"28,25",7,0,1,1,1,1,0,0,0
﻿Adana_10032020_6_VICTORWOLLES,﻿Adana_10032020_6,"1,35",1,1,0,1,1,1,0,0,0
﻿Adana_10032020_6_TAŞKESEN,﻿Adana_10032020_6,"12,15",2,1,0,1,0,1,0,0,0
﻿Adana_10032020_6_KINGDADAŞ,﻿Adana_10032020_6,"9,95",3,1,0,1,0,1,0,0,0
﻿Adana_10032020_6_ÖZÜN,﻿Adana_10032020_6,"14,90",4,0,1,1,0,1,1,0,0
﻿Adana_10032020_6_DOCTORHOUSE,﻿Adana_10032020_6,"18,70",5,0,1,1,0,1,1,0,0
﻿Adana_10032020_6_YOUNGBOND,﻿Adana_10032020_6,"15,20",6,0,0,1,0,1,0,0,0
﻿Adana_10032020_6_PURO,﻿Adana_10032020_6,"4,30",7,0,1,1,0,1,0,0,0
﻿Adana_10032020_7_PİTANE,﻿Adana_10032020_7,"6,30",1,1,0,1,1,1,0,0,0
﻿Adana_10032020_7_ROYALİZ,﻿Adana_10032020_7,"9,15",2,1,0,1,1,1,0,0,0
﻿Adana_10032020_7_GOAHEAD,﻿Adana_10032020_7,"15,95",3,1,0,1,0,1,0,0,0
﻿Adana_10032020_7_PRAGYA,﻿Adana_10032020_7,"10,60",4,0,0,1,1,0,0,0,0
﻿Adana_10032020_7_HEVA,﻿Adana_10032020_7,"18,60",5,0,0,1,0,1,0,0,0
﻿Adana_10032020_7_BELLAGIOANGEL,﻿Adana_10032020_7,"10,60",6,0,0,1,0,0,0,0,0
﻿Adana_10032020_7_AMBUSHER,﻿Adana_10032020_7,"5,70",7,0,0,1,1,1,0,0,0
﻿Adana_10032020_7_ROYALCHICK,﻿Adana_10032020_7,"5,55",8,0,0,1,1,0,0,1,1
﻿Adana_10032020_7_ASUDESULTAN,﻿Adana_10032020_7,"3,90",10,0,0,1,0,1,0,0,0
﻿Adana_10032020_7_PAMPHYLIA,﻿Adana_10032020_7,"3,90",11,0,1,1,1,0,0,0,0
﻿Adana_10032020_7_THUNDERMAN,﻿Adana_10032020_7,"10,60",12,0,0,1,0,1,0,0,0
﻿Adana_10032020_7_FOLGORE,﻿Adana_10032020_7,"18,15",13,0,0,1,0,1,0,0,0
﻿Adana_10032020_7_YİĞENİMÇAĞAN,﻿Adana_10032020_7,"18,35",14,0,1,1,0,1,0,0,0
﻿Kocaeli_10032020_1_HANDSOMEHERO,﻿Kocaeli_10032020_1,"15,85",1,1,1,1,1,0,0,0,0
﻿Kocaeli_10032020_1_UYGUR,﻿Kocaeli_10032020_1,"3,95",3,1,1,1,1,0,0,0,0
﻿Kocaeli_10032020_1_UĞURHAN,﻿Kocaeli_10032020_1,"2,95",4,0,0,1,0,1,1,1,1
﻿Kocaeli_10032020_1_ONEGUN,﻿Kocaeli_10032020_1,"7,30",5,0,1,1,0,0,0,0,0
﻿Kocaeli_10032020_1_ASPARAGAS,﻿Kocaeli_10032020_1,"35,00",6,0,0,1,0,0,0,0,0
﻿Kocaeli_10032020_2_SİGNORA,﻿Kocaeli_10032020_2,"6,50",1,1,0,1,0,1,0,0,0
﻿Kocaeli_10032020_2_GÖNÜLAL,﻿Kocaeli_10032020_2,"4,75",2,1,0,1,0,0,0,0,0
﻿Kocaeli_10032020_2_KUĞUGÜZELİ,﻿Kocaeli_10032020_2,"22,10",3,1,0,1,0,1,0,0,0
﻿Kocaeli_10032020_2_ISLAH,﻿Kocaeli_10032020_2,"3,85",4,0,0,1,0,1,0,0,0
﻿Kocaeli_10032020_2_ELLİBEŞ,﻿Kocaeli_10032020_2,"9,05",5,0,0,1,0,1,0,0,0
﻿Kocaeli_10032020_2_SOYUGÜZEL,﻿Kocaeli_10032020_2,"13,50",6,0,1,1,0,1,0,0,0
﻿Kocaeli_10032020_2_KISMETKIZ,﻿Kocaeli_10032020_2,"11,45",7,0,1,1,0,1,0,0,0
﻿Kocaeli_10032020_2_FATİHİNGÜLÜ,﻿Kocaeli_10032020_2,"7,50",8,0,0,1,0,1,0,0,0
﻿Kocaeli_10032020_2_KOLAÇAN,﻿Kocaeli_10032020_2,"7,50",9,0,0,1,0,1,0,0,0
﻿Kocaeli_10032020_2_KIZILYAR,﻿Kocaeli_10032020_2,"3,75",10,0,1,1,0,1,0,0,0
﻿Kocaeli_10032020_2_FAROKIZ,﻿Kocaeli_10032020_2,"3,75",11,0,0,1,0,1,0,0,0
﻿Kocaeli_10032020_3_BAYBAYHEPİNİZ,﻿Kocaeli_10032020_3,"10,75",1,1,0,1,1,1,0,0,0
﻿Kocaeli_10032020_3_FEYMANABİ,﻿Kocaeli_10032020_3,"2,30",2,1,0,1,0,0,0,0,0
